id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R006387,19-10-25,Green Community,DIP,24.99805,55.17564,villa,5BR_villa,5,6396,594.2,community,unfurnished,TRUE,2,Dubai Investment Park,Red,21,24.28,yearly,12,145300,22,245
R006388,16-04-25,Jumeirah Bay Island,Jumeirah,25.21542,55.2374,apartment,1BR,1,573,53.2,marina,unfurnished,FALSE,1,Business Bay,Red,34,4.24,yearly,1,71000,123,1334
R006389,28-11-25,Jumeirah Village Triangle,JVT,25.06366,55.1802,apartment,3BR,3,1498,139.2,pool,unfurnished,FALSE,3,Mashreq Bank,Red,59,17.62,yearly,2,30400,20,219
R006390,15-08-21,Dubai Harbour,Dubai Marina,25.09087,55.1517,apartment,1BR,1,682,63.3,sea,fully_furnished,TRUE,1,Dubai Internet City,Red,42,17.1,yearly,4,39100,57,617
R006391,11-09-23,Jumeirah 3,Jumeirah,25.2212,55.21549,villa,5BR_villa,5,6169,573.1,park,unfurnished,FALSE,4,Burj Khalifa/Dubai Mall,Red,54,6.5,short_term,6,299900,48,523
R006392,14-02-26,Mira,Reem,25.04932,55.25994,villa,4BR_villa,4,3681,342,pool,fully_furnished,FALSE,2,Salah Al Din (G),Green,327,16.51,yearly,2,111600,30,326
R006393,24-06-24,Jumeirah Beach Residence,Dubai Marina,25.09296,55.12114,apartment,studio,0,491,45.6,community,fully_furnished,TRUE,1,Dubai Investment Park,Red,134,19.3,yearly,4,18100,36,397
R006394,27-11-23,Sustainable City,Sustainable City,24.98705,55.29553,villa,4BR_villa,4,3619,336.2,burj_khalifa,fully_furnished,FALSE,4,Dubai Healthcare City,Green,336,23.46,yearly,1,186200,51,554
R006395,02-01-26,Majan,Dubailand,25.075,55.27545,apartment,studio,0,464,43.1,community,unfurnished,TRUE,2,Oud Metha,Green,225,13.59,short_term,2,7400,15,171
R006396,18-02-23,Damac Hills,Damac Hills,25.02672,55.25154,villa,4BR_villa,4,5171,480.4,marina,fully_furnished,TRUE,4,Sharaf DG,Red,143,19.1,yearly,4,164000,31,341
R006397,01-07-24,World Islands,World Islands,25.21919,55.1548,apartment,2BR,2,1318,122.5,marina,fully_furnished,TRUE,1,BurJuman (G),Green,177,12.28,yearly,6,159900,121,1306
R006398,29-03-21,Jumeirah Village Circle,JVC,25.05302,55.21554,apartment,studio,0,556,51.7,park,fully_furnished,FALSE,2,Al Qusais,Green,366,17.09,yearly,2,7000,12,135
R006399,02-01-25,The Greens,The Greens,25.09683,55.18043,apartment,1BR,1,634,58.9,golf_course,fully_furnished,FALSE,2,Dubai Internet City,Red,5,14.63,yearly,6,27600,43,469
R006400,29-06-25,Reem Mira,Reem,25.03965,55.26301,villa,4BR_villa,4,3986,370.3,community,unfurnished,TRUE,2,Expo 2020,Red,189,17.56,yearly,2,95300,23,257
R006401,08-03-24,Jumeirah 3,Jumeirah,25.20236,55.25206,apartment,2BR,2,980,91,community,semi_furnished,FALSE,2,Financial Centre,Red,60,2.32,yearly,1,43300,44,475
R006402,10-11-25,The Greens,The Greens,25.10584,55.19868,apartment,1BR,1,616,57.2,community,fully_furnished,TRUE,1,Dubai Internet City,Red,1,12.7,yearly,12,18400,29,321
R006403,10-12-25,Al Qusais,Al Qusais,25.28135,55.35376,apartment,2BR,2,906,84.2,park,fully_furnished,FALSE,1,Al Nahda (G),Green,14,12.3,yearly,2,13200,14,157
R006404,11-01-25,Deira,Deira,25.26201,55.28708,apartment,studio,0,478,44.4,community,unfurnished,FALSE,3,Union,Red,5,7.32,yearly,4,8800,18,198
R006405,26-06-22,Palm Jumeirah,Palm Jumeirah,25.09848,55.15136,apartment,2BR,2,1121,104.1,marina,unfurnished,TRUE,1,Dubai Healthcare City,Green,273,16.55,yearly,2,63400,56,609
R006406,27-07-22,Dubai Marina,Dubai Marina,25.0845,55.13672,apartment,2BR,2,971,90.2,park,fully_furnished,FALSE,1,Ibn Battuta,Red,54,18.68,short_term,2,29700,30,330
R006407,10-11-23,Jumeirah Village Circle,JVC,25.05611,55.19013,apartment,2BR,2,1052,97.7,burj_khalifa,semi_furnished,TRUE,1,Noor Bank,Red,98,17.84,yearly,1,34900,33,357
R006408,03-09-23,Jumeirah Bay Island,Jumeirah,25.21424,55.26368,apartment,3BR,3,1542,143.3,marina,semi_furnished,TRUE,2,Emirates Towers,Red,42,2.18,yearly,12,197600,128,1379
R006409,28-07-23,Jumeirah Golf Estates,JGE,25.02149,55.17964,villa,4BR_villa,4,3161,293.7,community,fully_furnished,TRUE,2,Jebel Ali,Red,63,21.74,yearly,4,113200,35,385
R006410,02-12-22,Liwan,Dubailand,25.06339,55.30399,apartment,1BR,1,913,84.8,community,unfurnished,TRUE,1,Dubai Healthcare City,Green,217,15.17,yearly,1,9800,10,115
R006411,12-06-21,Remraam,Dubailand,24.98827,55.28061,apartment,studio,0,525,48.8,marina,fully_furnished,TRUE,2,BurJuman,Red,341,23.24,yearly,1,6500,12,134
R006412,04-02-24,Deira,Deira,25.26234,55.29942,apartment,4BR_penthouse,4,2433,226.1,city,fully_furnished,TRUE,2,Al Karama,Red,24,7.67,yearly,1,44000,18,195
R006413,27-02-21,Business Bay,Business Bay,25.19818,55.25517,apartment,3BR,3,2616,243,city,unfurnished,TRUE,1,Business Bay,Red,3,1.94,yearly,1,64700,24,266
R006414,12-04-22,The Views,The Greens,25.107,55.18472,apartment,3BR,3,1671,155.2,golf_course,fully_furnished,FALSE,2,Dubai Internet City,Red,6,13.49,yearly,6,57900,34,373
R006415,19-06-22,International City,International City,25.16248,55.40974,apartment,1BR,1,799,74.2,burj_khalifa,semi_furnished,TRUE,3,Al Ghubaiba,Green,187,14.16,yearly,6,8500,10,115
R006416,14-02-26,Dubai Hills Estate,Mohammed Bin Rashid,25.11481,55.22296,apartment,studio,0,451,41.9,park,semi_furnished,TRUE,1,Sharaf DG,Red,71,10.52,yearly,2,19400,43,463
R006417,25-03-23,Bur Dubai,Bur Dubai,25.2619,55.29659,apartment,1BR,1,789,73.3,burj_khalifa,semi_furnished,TRUE,3,Al Ras,Green,10,7.53,yearly,12,18100,22,247
R006418,19-02-22,City Walk,Al Wasl,25.20557,55.25853,apartment,3BR,3,1789,166.2,community,fully_furnished,FALSE,2,Salah Al Din,Red,120,1.85,yearly,2,74100,41,446
R006419,16-03-22,Business Bay,Business Bay,25.18147,55.275,apartment,2BR,2,1311,121.8,community,unfurnished,FALSE,1,Business Bay,Red,2,1.75,yearly,12,31000,23,255
R006420,16-01-24,Al Barsha South,Al Barsha,25.08752,55.21438,apartment,2BR,2,1065,99,city,unfurnished,FALSE,1,First Abu Dhabi Bank,Red,84,13.61,yearly,6,24600,23,249
R006421,28-11-24,Al Qusais,Al Qusais,25.28758,55.37467,apartment,2BR,2,1657,154,park,fully_furnished,TRUE,2,Stadium (G),Green,12,14.24,yearly,1,29700,17,193
R006422,14-04-23,Dubai Harbour,Dubai Marina,25.08474,55.15193,apartment,2BR,2,1618,150.3,park,unfurnished,TRUE,1,Dubai Internet City,Red,41,17.56,yearly,2,105500,65,702
R006423,30-09-23,The Greens,The Greens,25.08585,55.18046,apartment,2BR,2,1209,112.3,community,fully_furnished,TRUE,1,Dubai Internet City,Red,1,15.58,yearly,1,48100,39,428
R006424,24-12-25,Dubailand,Dubailand,25.02886,55.2921,apartment,3BR,3,2087,193.9,sea,semi_furnished,FALSE,1,Jumeirah Golf Estates,Red,164,18.8,yearly,4,32500,15,168
R006425,17-09-22,Madinat Jumeirah Living,Jumeirah,25.11744,55.18644,apartment,2BR,2,1242,115.4,community,semi_furnished,FALSE,3,Mall of the Emirates,Red,27,12.53,yearly,2,52200,42,452
R006426,13-03-24,Dubai Islands,Deira Islands,25.30362,55.31229,apartment,studio,0,300,27.9,community,fully_furnished,FALSE,1,Abu Baker Al Siddique (G),Green,26,12.43,short_term,2,13500,45,485
R006427,18-12-23,Al Furjan,Al Furjan,25.02476,55.11348,apartment,3BR,3,2195,204,community,unfurnished,TRUE,2,Al Furjan,Red,0,25.1,yearly,2,52100,23,255
R006428,18-12-25,Motor City,Motor City,25.05588,55.26217,apartment,2BR,2,1256,116.6,marina,semi_furnished,FALSE,2,Dubai Investment Park,Red,116,15.76,yearly,1,27100,21,232
R006429,11-12-23,Mudon,Dubailand,25.05343,55.25118,villa,4BR_villa,4,4423,410.9,pool,fully_furnished,FALSE,3,Jumeirah Golf Estates,Red,104,16.16,yearly,4,130100,29,317
R006430,09-02-24,Sobha Hartland,MBR City,25.1909,55.29827,apartment,1BR,1,887,82.4,marina,unfurnished,FALSE,3,Business Bay,Red,48,2.5,yearly,4,45100,50,547
R006431,05-03-21,Business Bay,Business Bay,25.18644,55.24773,apartment,studio,0,494,45.8,community,semi_furnished,FALSE,1,Business Bay,Red,2,2.94,short_term,4,9300,18,204
R006432,14-07-21,Sustainable City,Sustainable City,24.9797,55.27736,villa,5BR_villa,5,4948,459.7,sea,semi_furnished,TRUE,2,Jebel Ali,Red,186,24.19,yearly,12,105900,21,230
R006433,17-09-22,Dubai Marina,Dubai Marina,25.07889,55.14086,apartment,1BR,1,986,91.6,marina,fully_furnished,FALSE,2,Discovery Gardens,Red,50,18.81,yearly,12,46600,47,508
R006434,22-11-23,Tilal Al Ghaf,Tilal Al Ghaf,25.01688,55.25844,villa,4BR_villa,4,3873,359.8,sea,semi_furnished,FALSE,2,Dubai Internet City,Red,154,20.12,yearly,2,157300,40,437
R006435,17-06-22,Dubai Investment Park,DIP,24.9888,55.18699,apartment,studio,0,549,51,park,fully_furnished,FALSE,1,Dubai Investment Park,Red,21,24.79,yearly,2,6100,11,119
R006436,28-05-22,Al Qusais,Al Qusais,25.29375,55.38767,apartment,2BR,2,882,82,pool,semi_furnished,TRUE,1,Al Qiyadah,Red,30,15.65,yearly,2,13100,14,159
R006437,24-09-23,The Springs,Emirates Living,25.05607,55.17151,villa,4BR_villa,4,3424,318.1,community,fully_furnished,FALSE,4,BurJuman (G),Green,314,18.8,yearly,4,142900,41,449
R006438,22-05-22,Jumeirah Village Triangle,JVT,25.05962,55.1886,apartment,studio,0,475,44.1,community,fully_furnished,FALSE,2,UAE Pavilion,Red,77,17.57,yearly,4,9100,19,207
R006439,06-07-23,Karama,Bur Dubai,25.23848,55.28907,apartment,1BR,1,803,74.6,park,fully_furnished,FALSE,1,Al Karama,Red,17,4.82,yearly,6,16500,20,221
R006440,29-11-22,La Mer,Jumeirah,25.23058,55.26506,apartment,1BR,1,779,72.4,marina,semi_furnished,TRUE,3,Palm Deira,Green,61,3.83,short_term,2,50100,64,692
R006441,28-03-21,Bluewaters Island,Dubai Marina,25.07169,55.14428,apartment,4BR_penthouse,4,2926,271.9,golf_course,fully_furnished,TRUE,1,Mall of the Emirates,Red,109,19.14,yearly,6,146600,50,539
R006442,18-11-23,The Lakes,Emirates Living,25.0545,55.20207,villa,3BR_villa,3,2630,244.4,sea,fully_furnished,TRUE,2,Discovery Gardens,Red,57,17.46,yearly,4,186300,70,762
R006443,18-06-22,Jumeirah Village Circle,JVC,25.05745,55.237,apartment,1BR,1,775,72,city,semi_furnished,TRUE,1,Danube,Red,120,15.99,yearly,2,10500,13,146
R006444,02-08-22,Palm Jumeirah,Palm Jumeirah,25.11603,55.13994,apartment,1BR,1,882,81.9,community,fully_furnished,FALSE,1,Sharaf DG,Red,64,16.27,yearly,12,42200,47,515
R006445,16-09-22,Al Reem,Arabian Ranches,25.04744,55.25961,villa,3BR_villa,3,1760,163.5,community,unfurnished,TRUE,3,Mashreq Bank,Red,138,16.72,yearly,2,46900,26,287
R006446,18-11-24,Karama,Bur Dubai,25.24263,55.27291,apartment,studio,0,492,45.7,pool,unfurnished,TRUE,1,Creek,Green,64,5.05,yearly,12,8100,16,176
R006447,25-10-25,Reem Mira,Reem,25.03842,55.26015,villa,3BR_villa,3,2817,261.7,park,semi_furnished,TRUE,3,Al Jafiliya,Red,256,17.71,yearly,4,57200,20,218
R006448,13-04-26,Dubailand,Dubailand,25.02159,55.28599,apartment,1BR,1,882,81.9,community,semi_furnished,TRUE,2,Dubai Internet City,Red,188,19.56,yearly,2,14200,16,174
R006449,06-02-24,DIFC,DIFC,25.21776,55.27987,apartment,studio,0,389,36.1,burj_khalifa,semi_furnished,FALSE,2,Al Ghubaiba,Green,66,2.35,yearly,6,34900,89,966
R006450,31-05-23,Reem Mira,Reem,25.04368,55.26229,villa,5BR_villa,5,4896,454.9,burj_khalifa,unfurnished,TRUE,3,Al Furjan,Red,152,17.11,yearly,1,175000,35,385
R006451,27-07-24,Jumeirah Bay Island,Jumeirah,25.21895,55.26149,apartment,1BR,1,728,67.6,park,fully_furnished,TRUE,1,Al Ghubaiba,Green,85,2.75,yearly,4,69500,95,1028
R006452,27-03-22,Sobha Hartland,MBR City,25.1781,55.30593,apartment,2BR,2,1412,131.1,marina,unfurnished,FALSE,2,Abu Hail,Red,147,3.82,yearly,1,43700,30,333
R006453,01-12-25,Jumeirah Park,Emirates Living,25.05734,55.18157,villa,3BR_villa,3,2519,234.1,community,semi_furnished,TRUE,2,MRT-1,Red,52,18.14,yearly,12,131500,52,562
R006454,16-02-22,Azizi Riviera,MBR City,25.16836,55.30325,apartment,4BR_penthouse,4,1997,185.5,golf_course,unfurnished,TRUE,3,Burj Khalifa/Dubai Mall,Red,49,4.33,yearly,6,39400,19,213
R006455,19-05-22,Reem Mira,Reem,25.04365,55.2579,villa,4BR_villa,4,3697,343.5,pool,unfurnished,FALSE,3,Al Nahda,Red,358,17.15,yearly,6,65000,17,189
R006456,15-07-25,Jumeirah Village Circle,JVC,25.04747,55.19656,apartment,1BR,1,794,73.8,community,fully_furnished,TRUE,2,Dubai Healthcare City,Green,271,18.4,yearly,12,14900,18,202
R006457,16-04-21,Dubai Investment Park,DIP,24.99211,55.18749,apartment,studio,0,400,37.2,community,fully_furnished,TRUE,1,Dubai Investment Park,Red,21,24.43,yearly,2,4200,10,112
R006458,02-01-25,Reem Mira,Reem,25.03226,55.27086,villa,5BR_villa,5,5547,515.3,park,unfurnished,FALSE,3,Burj Khalifa/Dubai Mall,Red,215,18.34,yearly,2,123700,22,240
R006459,31-08-24,The Meadows,Emirates Living,25.06265,55.1604,villa,4BR_villa,4,5133,476.9,golf_course,semi_furnished,FALSE,3,Mashreq Bank,Red,63,18.86,short_term,4,318300,62,668
R006460,16-06-22,Arabian Ranches,Arabian Ranches,25.05103,55.28534,villa,5BR_villa,5,4728,439.2,community,fully_furnished,FALSE,2,Mashreq Bank,Red,139,16.29,yearly,4,181900,38,414
R006461,05-03-26,Jumeirah Village Triangle,JVT,25.04943,55.18149,apartment,1BR,1,885,82.2,park,fully_furnished,FALSE,1,Dubai Internet City,Red,63,18.91,yearly,4,20800,23,253
R006462,11-10-22,La Mer,Jumeirah,25.21782,55.27508,apartment,3BR,3,1640,152.4,marina,fully_furnished,TRUE,1,Al Ghubaiba,Green,55,2.29,yearly,6,133300,81,875
R006463,04-02-21,Emirates Hills,Emirates Hills,25.04067,55.17338,villa,5BR_villa,5,3832,356,community,unfurnished,FALSE,2,MRT-1,Red,48,20.16,yearly,12,136900,35,384
R006464,25-01-22,Dubai Hills Estate,Mohammed Bin Rashid,25.10709,55.2302,apartment,1BR,1,871,80.9,park,fully_furnished,TRUE,1,First Abu Dhabi Bank,Red,35,10.96,yearly,1,25200,28,311
R006465,15-05-21,Mudon,Dubailand,25.0447,55.25325,villa,4BR_villa,4,4141,384.7,marina,fully_furnished,FALSE,4,Dubai Investment Park,Red,127,17.09,yearly,1,69700,16,181
R006466,19-08-22,Downtown Dubai,Downtown,25.1878,55.28148,apartment,studio,0,431,40,city,unfurnished,FALSE,3,Emirates Towers,Red,30,1.27,yearly,12,20300,47,508
R006467,30-03-21,Azizi Riviera,MBR City,25.17854,55.2917,apartment,1BR,1,673,62.5,marina,fully_furnished,TRUE,2,Salah Al Din (G),Green,146,2.71,yearly,4,13100,19,210
R006468,28-04-24,Jumeirah Golf Estates,JGE,25.01614,55.18613,villa,4BR_villa,4,2708,251.6,community,semi_furnished,TRUE,2,Jumeirah Golf Estates,Red,25,22.01,yearly,12,97500,36,387
R006469,18-01-23,DIFC,DIFC,25.20908,55.2925,apartment,2BR,2,1086,100.9,community,unfurnished,TRUE,2,Emirates Towers,Red,10,2.25,yearly,4,73600,67,730
R006470,07-04-25,Jumeirah Lake Towers,JLT,25.0692,55.15249,apartment,4BR_penthouse,4,3807,353.7,community,unfurnished,FALSE,1,Mashreq Bank,Red,55,18.79,yearly,6,110800,29,313
R006471,27-05-21,La Mer,Jumeirah,25.21388,55.27519,apartment,4BR_penthouse,4,3315,307.9,park,fully_furnished,TRUE,2,Baniyas Square,Red,75,1.86,yearly,2,135000,40,438
R006472,25-12-23,Dubai Studio City,Dubai Studio City,25.05884,55.22053,apartment,1BR,1,647,60.1,community,semi_furnished,FALSE,2,UAE Pavilion,Red,117,16.31,yearly,6,13300,20,222
R006473,19-02-23,Jumeirah Islands,Emirates Living,25.05144,55.13202,villa,6BR_villa,6,6675,620.1,sea,fully_furnished,TRUE,3,Noor Bank,Red,121,21.64,yearly,12,414900,62,669
R006474,04-10-25,Dubai Marina,Dubai Marina,25.0933,55.16589,apartment,studio,0,538,50,community,fully_furnished,TRUE,1,Discovery Gardens,Red,52,15.9,yearly,4,18800,34,375
R006475,01-01-21,Dubailand,Dubailand,25.03532,55.30363,apartment,1BR,1,738,68.5,pool,unfurnished,TRUE,1,First Abu Dhabi Bank,Red,172,18.24,yearly,6,6200,8,90
R006476,26-04-22,Dubai Investment Park,DIP,25.01433,55.18264,apartment,2BR,2,784,72.8,burj_khalifa,unfurnished,TRUE,1,Dubai Investment Park,Red,21,22.34,yearly,1,10300,13,141
R006477,06-03-22,Al Qusais,Al Qusais,25.28354,55.37795,apartment,4BR_penthouse,4,3806,353.6,marina,unfurnished,FALSE,1,Al Qusais,Green,5,14.16,yearly,1,57400,15,162
R006478,16-01-26,Damac Hills 2,Damac Hills,24.95577,55.28573,villa,3BR_villa,3,3706,344.3,city,unfurnished,FALSE,3,Energy,Red,250,26.87,yearly,12,68700,18,199
R006479,28-03-25,Arabian Ranches 3,Arabian Ranches,25.06422,55.29244,villa,3BR_villa,3,2505,232.7,sea,semi_furnished,FALSE,3,Dubai Investment Park,Red,161,14.9,yearly,1,185200,74,796
R006480,30-06-21,Damac Hills 2,Damac Hills,24.96555,55.27299,villa,5BR_villa,5,5236,486.4,community,unfurnished,TRUE,3,UAE Pavilion,Red,217,25.76,yearly,1,51400,9,106
R006481,11-02-21,Jumeirah 3,Jumeirah,25.20129,55.23157,villa,3BR_villa,3,3057,284,community,fully_furnished,FALSE,2,Mall of the Emirates,Red,126,4.33,yearly,2,75200,24,265
R006482,29-08-22,Emirates Hills,Emirates Hills,25.03383,55.17234,villa,3BR_villa,3,1973,183.3,city,fully_furnished,FALSE,3,Al Furjan,Red,39,20.87,yearly,2,127200,64,694
R006483,01-04-24,Al Warqa,Al Warqa,25.19825,55.38378,villa,3BR_villa,3,2465,229,community,semi_furnished,TRUE,3,Al Jafiliya,Red,139,11.01,yearly,6,50600,20,221
R006484,13-10-24,Umm Suqeim,Jumeirah,25.14828,55.19292,villa,3BR_villa,3,2129,197.8,community,fully_furnished,FALSE,3,Noor Bank,Red,42,9.84,yearly,6,150000,70,758
R006485,27-09-22,Mira,Reem,25.05153,55.26106,villa,6BR_villa,6,8339,774.7,community,unfurnished,FALSE,4,Emirates Towers,Red,236,16.25,yearly,2,143900,17,186
R006486,26-02-24,Azizi Riviera,MBR City,25.17978,55.29671,apartment,studio,0,323,30,pool,fully_furnished,FALSE,2,Business Bay,Red,46,2.97,yearly,6,10600,32,352
R006487,02-12-25,Dubai Production City,IMPZ,25.03417,55.24647,apartment,2BR,2,1222,113.5,sea,unfurnished,TRUE,1,Jumeirah Golf Estates,Red,78,18.35,yearly,4,17000,13,150
R006488,27-06-24,Living Legends,Dubailand,25.07985,55.28214,apartment,3BR,3,1348,125.2,community,semi_furnished,FALSE,1,Max,Red,208,13.07,yearly,4,33100,24,265
R006489,12-11-23,Liwan,Dubailand,25.07625,55.31449,apartment,studio,0,602,55.9,city,unfurnished,FALSE,2,Centrepoint,Red,277,14.04,yearly,4,9500,15,169
R006490,10-08-25,Karama,Bur Dubai,25.24266,55.29647,apartment,studio,0,395,36.7,park,fully_furnished,TRUE,1,BurJuman,Red,15,5.52,yearly,4,7900,20,215
R006491,05-07-22,Madinat Jumeirah Living,Jumeirah,25.14688,55.17529,villa,5BR_villa,5,6405,595.1,city,unfurnished,FALSE,3,Mall of the Emirates,Red,28,11.44,yearly,1,329200,51,553
R006492,17-09-23,Jumeirah 1,Jumeirah,25.22563,55.25353,apartment,1BR,1,844,78.4,community,unfurnished,FALSE,1,Burj Khalifa/Dubai Mall,Red,48,3.8,yearly,2,36800,43,470
R006493,03-11-23,The Springs,Emirates Living,25.06566,55.18945,villa,4BR_villa,4,5388,500.6,pool,fully_furnished,TRUE,2,Jumeirah Golf Estates,Red,36,16.94,short_term,2,203900,37,407
R006494,25-10-24,The Lakes,Emirates Living,25.056,55.19563,villa,5BR_villa,5,5698,529.3,pool,fully_furnished,TRUE,2,Jumeirah Golf Estates,Red,48,17.59,yearly,12,358200,62,677
R006495,15-08-24,Sobha Hartland,MBR City,25.18748,55.28967,apartment,2BR,2,1038,96.5,sea,fully_furnished,FALSE,2,Al Jadaf,Green,70,1.88,short_term,6,49300,47,511
R006496,09-05-25,Arabian Ranches,Arabian Ranches,25.05282,55.27794,villa,4BR_villa,4,3881,360.5,burj_khalifa,semi_furnished,TRUE,2,Noor Bank,Red,118,16.06,yearly,2,257800,66,715
R006497,25-10-23,Dubai South,Dubai South,24.9196,55.14914,villa,5BR_villa,5,4852,450.8,pool,semi_furnished,TRUE,2,Baniyas Square (G),Green,511,33.35,yearly,2,74800,15,166
R006498,14-10-21,Al Furjan,Al Furjan,25.02121,55.16722,apartment,1BR,1,992,92.1,community,fully_furnished,FALSE,1,Al Furjan,Red,2,22.35,yearly,1,17400,17,189
R006499,25-01-24,La Mer,Jumeirah,25.22853,55.24345,apartment,3BR,3,1678,155.9,sea,unfurnished,FALSE,2,Stadium,Red,154,4.67,yearly,6,132500,79,850
R006500,25-04-23,Jumeirah Village Triangle,JVT,25.05333,55.18736,apartment,1BR,1,940,87.3,burj_khalifa,fully_furnished,FALSE,1,Discovery Gardens,Red,52,18.24,yearly,12,19900,21,228
R006501,26-08-25,The Meadows,Emirates Living,25.05458,55.17758,villa,3BR_villa,3,2374,220.5,community,fully_furnished,TRUE,3,MRT-1,Red,55,18.61,yearly,6,132300,55,600
R006502,03-12-23,Bluewaters Island,Dubai Marina,25.07544,55.13165,apartment,studio,0,559,52,community,semi_furnished,TRUE,1,Ibn Battuta,Red,49,19.74,yearly,6,37200,66,716
R006503,23-05-23,Business Bay,Business Bay,25.18969,55.27055,apartment,1BR,1,834,77.5,city,fully_furnished,TRUE,2,Business Bay,Red,3,0.92,yearly,12,40800,48,526
R006504,23-05-21,Jumeirah 1,Jumeirah,25.23741,55.25648,apartment,1BR,1,662,61.5,city,fully_furnished,TRUE,1,Burj Khalifa/Dubai Mall,Red,46,4.82,yearly,12,21700,32,353
R006505,01-04-26,Dubai South,Dubai South,24.90265,55.15626,apartment,2BR,2,1024,95.1,community,fully_furnished,TRUE,1,Danube,Red,155,34.85,yearly,6,14000,13,147
R006506,07-01-22,Downtown Dubai,Downtown,25.20401,55.27761,apartment,1BR,1,527,49,city,fully_furnished,TRUE,1,Burj Khalifa/Dubai Mall,Red,4,0.82,yearly,6,27600,52,564
R006507,07-07-23,Jumeirah Islands,Emirates Living,25.06321,55.15359,villa,5BR_villa,5,4319,401.2,sea,fully_furnished,TRUE,3,Emirates Towers,Red,263,19.23,yearly,12,229500,53,572
R006508,09-10-21,Jumeirah Lake Towers,JLT,25.06267,55.14231,apartment,2BR,2,1541,143.2,community,semi_furnished,FALSE,2,Discovery Gardens,Red,32,20.01,short_term,2,22900,14,160
R006509,10-04-21,Jumeirah Islands,Emirates Living,25.05507,55.14761,villa,3BR_villa,3,2810,261.1,pool,fully_furnished,FALSE,3,Discovery Gardens,Red,30,20.32,yearly,4,118600,42,454
R006510,26-11-22,Karama,Bur Dubai,25.2391,55.30478,apartment,studio,0,413,38.4,golf_course,fully_furnished,TRUE,1,ADCB,Red,18,5.57,short_term,12,8800,21,229
R006511,10-01-24,DIFC,DIFC,25.20354,55.27464,apartment,2BR,2,1181,109.7,city,semi_furnished,FALSE,2,Financial Centre,Red,5,0.71,yearly,2,95700,81,873
R006512,17-06-21,Dubailand,Dubailand,25.02014,55.31772,villa,5BR_villa,5,3698,343.6,city,semi_furnished,FALSE,4,Dubai Internet City,Red,187,20.17,yearly,12,38400,10,112
R006513,26-03-22,The Lakes,Emirates Living,25.06216,55.18527,villa,4BR_villa,4,3030,281.5,pool,unfurnished,FALSE,3,Palm Deira,Green,303,17.49,yearly,2,114300,37,406
R006514,19-06-21,Al Qusais,Al Qusais,25.29569,55.38223,apartment,studio,0,599,55.7,park,fully_furnished,TRUE,2,Al Qusais,Green,6,15.41,yearly,4,6500,10,118
R006515,12-09-22,Downtown Dubai,Downtown,25.19775,55.28242,apartment,1BR,1,792,73.6,sea,semi_furnished,FALSE,1,Burj Khalifa/Dubai Mall,Red,5,0.81,yearly,2,40200,50,547
R006516,21-08-22,Mudon,Dubailand,25.04141,55.25284,villa,5BR_villa,5,5024,466.7,marina,fully_furnished,TRUE,3,Dubai Investment Park,Red,129,17.46,yearly,6,137200,27,294
R006517,01-01-26,International City,International City,25.16056,55.41229,apartment,studio,0,455,42.3,golf_course,fully_furnished,FALSE,1,Al Nahda (G),Green,181,14.46,yearly,2,6000,13,141
R006518,27-04-25,Motor City,Motor City,25.04769,55.2423,apartment,1BR,1,798,74.2,community,fully_furnished,FALSE,2,Sharaf DG,Red,103,16.94,yearly,1,20800,26,280
R006519,08-02-24,Bluewaters Island,Dubai Marina,25.06901,55.09783,apartment,1BR,1,798,74.1,community,fully_furnished,TRUE,1,UAE Pavilion,Red,67,22.78,yearly,4,41900,52,565
R006520,18-09-25,Umm Suqeim,Jumeirah,25.15669,55.22173,villa,4BR_villa,4,2875,267.1,marina,semi_furnished,FALSE,2,Creek,Green,207,6.96,yearly,12,183200,63,686
R006521,29-06-24,Expo City,Dubai South,24.96518,55.11986,apartment,1BR,1,740,68.7,pool,fully_furnished,TRUE,1,Expo 2020,Red,7,30.13,short_term,12,17600,23,256
R006522,05-10-22,City Walk,Al Wasl,25.19784,55.24689,apartment,4BR_penthouse,4,3056,283.9,burj_khalifa,fully_furnished,TRUE,1,Al Jafiliya,Red,47,2.77,yearly,6,165600,54,583
R006523,19-12-21,DAMAC Lagoons,Damac,25.03733,55.25553,villa,3BR_villa,3,2821,262.1,community,unfurnished,TRUE,3,Noor Bank,Red,117,17.88,yearly,4,69500,24,265
R006524,19-01-25,Azizi Riviera,MBR City,25.16144,55.3174,apartment,1BR,1,837,77.8,marina,fully_furnished,FALSE,1,Burj Khalifa/Dubai Mall,Red,48,5.88,yearly,2,35900,42,462
R006525,23-01-21,Downtown Dubai,Downtown,25.19592,55.2727,apartment,1BR,1,833,77.4,park,semi_furnished,FALSE,1,Burj Khalifa/Dubai Mall,Red,8,0.22,short_term,2,35700,42,461
R006526,30-05-25,Green Community,DIP,24.99963,55.1651,villa,5BR_villa,5,7315,679.6,community,semi_furnished,TRUE,3,Jumeirah Golf Estates,Red,34,24.57,short_term,2,214300,29,315
